osculum_ID,tracking_num,t,x,y,r,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,4,2.99E+00,1.84E+00,3.63E+00,4.07E+00,1.49E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,4,2.99E+00,1.83E+00,3.76E+00,4.18E+00,1.51E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,4,3.00E+00,1.84E+00,3.88E+00,4.29E+00,1.46E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,4,3.01E+00,1.84E+00,4.01E+00,4.41E+00,1.48E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,4,3.02E+00,1.83E+00,4.13E+00,4.52E+00,1.43E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,4,3.03E+00,1.83E+00,4.25E+00,4.63E+00,1.46E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,4,3.04E+00,1.84E+00,4.37E+00,4.74E+00,1.47E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,4,3.04E+00,1.84E+00,4.49E+00,4.85E+00,1.41E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,4,3.05E+00,1.83E+00,4.61E+00,4.96E+00,1.41E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,4,3.06E+00,1.83E+00,4.73E+00,5.07E+00,1.49E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,4,3.07E+00,1.82E+00,4.85E+00,5.18E+00,1.48E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,4,3.08E+00,1.82E+00,4.97E+00,5.30E+00,1.44E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,4,3.09E+00,1.80E+00,5.09E+00,5.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.43E+00,1.60E+00,2.09E+00,2.63E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.44E+00,1.63E+00,2.19E+00,2.73E+00,1.26E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.45E+00,1.64E+00,2.29E+00,2.82E+00,1.14E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.46E+00,1.64E+00,2.38E+00,2.89E+00,1.20E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.46E+00,1.67E+00,2.49E+00,3.00E+00,1.37E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.47E+00,1.69E+00,2.60E+00,3.10E+00,1.35E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.48E+00,1.70E+00,2.71E+00,3.20E+00,1.31E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.49E+00,1.72E+00,2.82E+00,3.30E+00,1.34E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.50E+00,1.74E+00,2.93E+00,3.41E+00,1.34E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.51E+00,1.77E+00,3.04E+00,3.52E+00,1.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.51E+00,1.79E+00,3.15E+00,3.62E+00,1.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.52E+00,1.82E+00,3.25E+00,3.72E+00,1.35E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.53E+00,1.82E+00,3.37E+00,3.83E+00,1.27E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.54E+00,1.85E+00,3.46E+00,3.92E+00,1.30E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.55E+00,1.86E+00,3.58E+00,4.04E+00,1.23E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.56E+00,1.88E+00,3.66E+00,4.12E+00,1.45E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.56E+00,1.91E+00,3.82E+00,4.27E+00,1.53E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.57E+00,1.93E+00,3.91E+00,4.36E+00,1.23E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.58E+00,1.94E+00,4.02E+00,4.47E+00,1.38E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.59E+00,1.97E+00,4.14E+00,4.58E+00,1.61E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.60E+00,1.99E+00,4.29E+00,4.73E+00,1.55E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.61E+00,2.00E+00,4.40E+00,4.83E+00,1.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.61E+00,2.03E+00,4.53E+00,4.97E+00,1.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.62E+00,2.06E+00,4.68E+00,5.11E+00,1.66E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.63E+00,2.06E+00,4.81E+00,5.23E+00,1.57E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.64E+00,2.07E+00,4.94E+00,5.35E+00,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.65E+00,2.07E+00,5.09E+00,5.50E+00,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.66E+00,2.08E+00,5.22E+00,5.61E+00,1.39E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.66E+00,2.07E+00,5.32E+00,5.71E+00,1.35E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.67E+00,2.06E+00,5.44E+00,5.82E+00,1.53E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.68E+00,2.06E+00,5.58E+00,5.95E+00,1.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.69E+00,2.06E+00,5.73E+00,6.09E+00,1.64E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.70E+00,2.05E+00,5.85E+00,6.20E+00,1.47E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S39_O2,5,5.71E+00,2.04E+00,5.98E+00,6.31E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,5.76E-01,1.48E+00,9.66E-01,1.77E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,5.84E-01,1.48E+00,1.13E+00,1.87E+00,1.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,5.92E-01,1.51E+00,1.28E+00,1.98E+00,1.84E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,6.01E-01,1.49E+00,1.44E+00,2.07E+00,1.97E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,6.09E-01,1.50E+00,1.61E+00,2.20E+00,1.98E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,6.17E-01,1.52E+00,1.77E+00,2.33E+00,1.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,6.26E-01,1.51E+00,1.92E+00,2.45E+00,1.87E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,6.34E-01,1.52E+00,2.08E+00,2.57E+00,1.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,6.42E-01,1.50E+00,2.23E+00,2.68E+00,1.95E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,6.51E-01,1.49E+00,2.40E+00,2.83E+00,1.94E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,6.59E-01,1.49E+00,2.55E+00,2.95E+00,1.85E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,6.67E-01,1.48E+00,2.71E+00,3.09E+00,1.75E+01,"tracked for longer than I needed to, probably can trim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,6.76E-01,1.45E+00,2.84E+00,3.19E+00,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,6.84E-01,1.44E+00,2.99E+00,3.32E+00,1.47E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,6.92E-01,1.45E+00,3.09E+00,3.41E+00,1.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,7.01E-01,1.47E+00,3.24E+00,3.56E+00,1.62E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,7.09E-01,1.48E+00,3.35E+00,3.67E+00,1.56E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,7.17E-01,1.48E+00,3.50E+00,3.80E+00,1.87E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,7.26E-01,1.49E+00,3.67E+00,3.96E+00,1.99E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,7.34E-01,1.48E+00,3.83E+00,4.11E+00,1.63E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,7.42E-01,1.48E+00,3.94E+00,4.21E+00,1.47E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,7.51E-01,1.50E+00,4.07E+00,4.34E+00,1.86E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,7.59E-01,1.51E+00,4.25E+00,4.51E+00,2.21E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,7.67E-01,1.50E+00,4.44E+00,4.69E+00,2.22E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,7.76E-01,1.49E+00,4.62E+00,4.85E+00,1.98E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,7.84E-01,1.48E+00,4.77E+00,5.00E+00,1.54E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,7.92E-01,1.48E+00,4.87E+00,5.09E+00,1.60E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,8.01E-01,1.47E+00,5.04E+00,5.25E+00,2.13E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,8.09E-01,1.46E+00,5.23E+00,5.43E+00,2.18E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,8.17E-01,1.43E+00,5.40E+00,5.59E+00,2.25E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,8.26E-01,1.41E+00,5.60E+00,5.77E+00,2.15E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,1,8.34E-01,1.37E+00,5.75E+00,5.91E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.33E+00,2.56E+00,1.11E+00,2.79E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.33E+00,2.57E+00,1.21E+00,2.84E+00,1.41E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.34E+00,2.57E+00,1.34E+00,2.90E+00,1.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.35E+00,2.60E+00,1.49E+00,2.99E+00,1.62E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.36E+00,2.61E+00,1.61E+00,3.06E+00,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.37E+00,2.61E+00,1.76E+00,3.15E+00,1.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.38E+00,2.61E+00,1.90E+00,3.23E+00,1.71E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.38E+00,2.62E+00,2.05E+00,3.33E+00,1.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.39E+00,2.64E+00,2.20E+00,3.44E+00,1.86E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.40E+00,2.65E+00,2.36E+00,3.54E+00,1.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.41E+00,2.67E+00,2.50E+00,3.66E+00,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.42E+00,2.67E+00,2.63E+00,3.75E+00,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.43E+00,2.65E+00,2.78E+00,3.85E+00,1.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.43E+00,2.66E+00,2.93E+00,3.96E+00,1.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.44E+00,2.67E+00,3.09E+00,4.08E+00,1.71E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.45E+00,2.67E+00,3.22E+00,4.18E+00,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.46E+00,2.67E+00,3.37E+00,4.29E+00,1.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.47E+00,2.67E+00,3.51E+00,4.41E+00,1.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.48E+00,2.68E+00,3.66E+00,4.53E+00,1.87E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.48E+00,2.67E+00,3.82E+00,4.66E+00,1.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.49E+00,2.68E+00,3.96E+00,4.78E+00,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.50E+00,2.67E+00,4.10E+00,4.89E+00,1.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,2,1.51E+00,2.65E+00,4.25E+00,5.01E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.76E+00,2.61E+00,1.22E+00,2.88E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.77E+00,2.59E+00,1.34E+00,2.92E+00,1.55E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.78E+00,2.57E+00,1.47E+00,2.96E+00,1.60E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.79E+00,2.53E+00,1.60E+00,3.00E+00,1.66E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.79E+00,2.51E+00,1.74E+00,3.06E+00,1.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.80E+00,2.47E+00,1.89E+00,3.11E+00,1.57E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.81E+00,2.43E+00,1.99E+00,3.14E+00,1.49E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.82E+00,2.39E+00,2.12E+00,3.20E+00,1.33E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.83E+00,2.38E+00,2.21E+00,3.25E+00,1.07E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.84E+00,2.37E+00,2.30E+00,3.30E+00,1.37E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.84E+00,2.36E+00,2.44E+00,3.39E+00,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.85E+00,2.37E+00,2.57E+00,3.50E+00,1.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.86E+00,2.38E+00,2.69E+00,3.59E+00,1.48E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.87E+00,2.36E+00,2.82E+00,3.68E+00,1.46E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.88E+00,2.36E+00,2.93E+00,3.76E+00,1.31E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.89E+00,2.38E+00,3.04E+00,3.86E+00,1.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.89E+00,2.37E+00,3.18E+00,3.97E+00,1.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.90E+00,2.37E+00,3.29E+00,4.06E+00,1.59E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.91E+00,2.38E+00,3.44E+00,4.18E+00,1.94E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.92E+00,2.37E+00,3.61E+00,4.32E+00,2.02E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.93E+00,2.37E+00,3.78E+00,4.47E+00,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.94E+00,2.35E+00,3.90E+00,4.55E+00,1.61E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.94E+00,2.33E+00,4.05E+00,4.67E+00,2.09E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.95E+00,2.34E+00,4.24E+00,4.85E+00,2.32E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,3,2.96E+00,2.36E+00,4.43E+00,5.02E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.79E+00,2.25E+00,1.30E+00,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.80E+00,2.27E+00,1.40E+00,2.67E+00,1.59E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.80E+00,2.29E+00,1.56E+00,2.77E+00,1.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.81E+00,2.33E+00,1.70E+00,2.89E+00,1.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.82E+00,2.30E+00,1.84E+00,2.95E+00,1.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.83E+00,2.28E+00,1.99E+00,3.02E+00,1.51E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.84E+00,2.27E+00,2.09E+00,3.08E+00,1.52E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.85E+00,2.25E+00,2.24E+00,3.18E+00,1.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.85E+00,2.24E+00,2.39E+00,3.27E+00,1.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.86E+00,2.23E+00,2.55E+00,3.39E+00,1.79E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.87E+00,2.22E+00,2.69E+00,3.48E+00,1.67E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.88E+00,2.22E+00,2.82E+00,3.59E+00,1.86E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.89E+00,2.20E+00,2.99E+00,3.71E+00,1.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.90E+00,2.18E+00,3.11E+00,3.80E+00,1.61E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.90E+00,2.18E+00,3.26E+00,3.92E+00,1.95E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.91E+00,2.16E+00,3.44E+00,4.06E+00,1.47E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.92E+00,2.15E+00,3.51E+00,4.11E+00,1.15E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.93E+00,2.14E+00,3.63E+00,4.21E+00,1.51E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.94E+00,2.11E+00,3.75E+00,4.30E+00,1.69E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.95E+00,2.13E+00,3.91E+00,4.45E+00,1.71E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.95E+00,2.11E+00,4.04E+00,4.56E+00,1.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.96E+00,2.11E+00,4.23E+00,4.73E+00,1.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.97E+00,2.12E+00,4.34E+00,4.83E+00,1.83E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,4,3.98E+00,2.08E+00,4.53E+00,4.99E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.36E+00,2.89E+00,1.32E+00,3.17E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.36E+00,2.89E+00,1.51E+00,3.26E+00,2.02E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.37E+00,2.89E+00,1.65E+00,3.33E+00,2.06E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.38E+00,2.89E+00,1.85E+00,3.43E+00,2.33E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.39E+00,2.89E+00,2.04E+00,3.54E+00,2.23E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.40E+00,2.90E+00,2.23E+00,3.65E+00,2.11E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.41E+00,2.90E+00,2.40E+00,3.76E+00,2.25E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.41E+00,2.88E+00,2.60E+00,3.88E+00,2.37E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.42E+00,2.89E+00,2.79E+00,4.01E+00,2.23E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.43E+00,2.89E+00,2.97E+00,4.15E+00,2.27E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.44E+00,2.89E+00,3.17E+00,4.29E+00,2.32E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.45E+00,2.92E+00,3.36E+00,4.45E+00,2.20E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.46E+00,2.92E+00,3.53E+00,4.58E+00,2.27E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.46E+00,2.91E+00,3.74E+00,4.74E+00,2.37E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.47E+00,2.91E+00,3.93E+00,4.89E+00,2.45E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.48E+00,2.90E+00,4.15E+00,5.06E+00,2.33E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.49E+00,2.90E+00,4.32E+00,5.20E+00,2.11E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA_S40_O1,5,5.50E+00,2.91E+00,4.50E+00,5.36E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
