osculum_ID,tracking_num,t,x,y,r,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,4,7.416,3.585,2.088,4.149,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,4,7.424,3.556,2.248,4.207,21.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,4,7.432,3.558,2.446,4.318,25.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,4,7.441,3.538,2.681,4.439,27.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,4,7.449,3.512,2.905,4.558,27.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,4,7.457,3.476,3.135,4.681,26.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,4,7.466,3.467,3.338,4.813,23.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,4,7.474,3.491,3.525,4.961,22.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,4,7.482,3.477,3.718,5.09,25.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,4,7.491,3.451,3.942,5.239,27.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,4,7.499,3.442,4.172,5.408,25.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,4,7.508,3.433,4.375,5.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.718,4.192,0.724,4.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.726,4.152,0.916,4.251,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.735,4.121,1.13,4.273,26.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.743,4.106,1.349,4.322,25.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.751,4.06,1.556,4.348,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.76,4.035,1.781,4.41,26.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.768,3.978,1.994,4.449,25.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.776,3.958,2.202,4.529,25.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.785,3.938,2.41,4.617,26.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.793,3.891,2.645,4.705,24.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.801,3.84,2.815,4.761,23.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.81,3.826,3.034,4.883,27.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.818,3.789,3.263,5.001,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.826,3.737,3.514,5.129,27.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.835,3.696,3.705,5.234,21.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.843,3.656,3.871,5.324,25.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,5,9.852,3.614,4.116,5.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.5,4.328,0.925,4.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.51,4.304,1.069,4.435,19.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.52,4.301,1.256,4.48,23.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.53,4.276,1.453,4.516,23.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.54,4.251,1.651,4.56,25.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.55,4.268,1.881,4.664,25.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.55,4.27,2.079,4.749,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.56,4.256,2.298,4.836,21.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.57,4.243,2.437,4.893,20.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.58,4.25,2.645,5.006,21.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.59,4.258,2.801,5.096,22.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.6,4.259,3.025,5.224,25.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.6,4.239,3.234,5.332,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.61,4.246,3.442,5.466,24.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.62,4.248,3.64,5.594,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.63,4.276,3.892,5.782,24.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O1,6,12.64,4.268,4.042,5.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,4.17E-02,-6.41E-01,1.81E+00,1.92E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,5.01E-02,-5.99E-01,1.93E+00,2.02E+00,1.70E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,5.84E-02,-5.99E-01,2.09E+00,2.17E+00,1.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,6.67E-02,-5.29E-01,2.24E+00,2.30E+00,1.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,7.51E-02,-4.87E-01,2.38E+00,2.43E+00,1.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,8.34E-02,-4.45E-01,2.52E+00,2.56E+00,1.91E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,9.18E-02,-4.03E-01,2.69E+00,2.72E+00,1.99E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,1.00E-01,-3.61E-01,2.84E+00,2.87E+00,2.08E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,1.08E-01,-3.19E-01,3.03E+00,3.04E+00,1.97E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,1.17E-01,-2.91E-01,3.17E+00,3.18E+00,2.02E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,1.25E-01,-2.21E-01,3.35E+00,3.36E+00,2.18E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,1.33E-01,-1.93E-01,3.52E+00,3.52E+00,1.97E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,1.42E-01,-1.51E-01,3.67E+00,3.67E+00,2.18E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,1.50E-01,-9.47E-02,3.87E+00,3.87E+00,2.34E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,1.58E-01,-5.27E-02,4.05E+00,4.05E+00,1.97E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,1.67E-01,-2.48E-02,4.19E+00,4.19E+00,2.26E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,1.75E-01,4.52E-02,4.41E+00,4.41E+00,2.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,1.84E-01,1.15E-01,4.61E+00,4.61E+00,2.42E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,1.92E-01,1.43E-01,4.80E+00,4.81E+00,2.37E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,2.00E-01,1.71E-01,5.00E+00,5.00E+00,2.48E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,2.09E-01,2.27E-01,5.21E+00,5.21E+00,2.32E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,1,2.17E-01,2.55E-01,5.38E+00,5.38E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,2,1.52E+00,-2.77E-01,1.91E+00,1.93E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,2,1.53E+00,-2.63E-01,2.03E+00,2.05E+00,1.68E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,2,1.53E+00,-2.63E-01,2.19E+00,2.20E+00,1.51E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,2,1.54E+00,-2.63E-01,2.28E+00,2.30E+00,1.43E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,2,1.55E+00,-2.63E-01,2.42E+00,2.44E+00,1.94E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,2,1.56E+00,-2.35E-01,2.61E+00,2.62E+00,1.96E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,2,1.57E+00,-2.07E-01,2.75E+00,2.75E+00,1.88E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA_S14_O2,2,1.58E+00,-1.79E-01,2.91E+00,2.92E+00,2.02E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
